1	4.0	0.8523491
10	4.0	0.89123285
100	3.0	0.96187156
1000	3.0	1.2343761
1002	4.5	0.8864053
1003	3.0	0.8688836
1004	3.0	1.1685652
1005	2.0	1.114757
1006	3.0	0.9559913
1007	3.0	0.93255746
1008	3.0	0.9434163
1009	3.0	1.0372034
101	4.0	0.91871125
1010	3.0	0.9801798
1011	3.0	1.0106126
1012	4.0	0.9568775
1013	4.0	1.0313752
1014	3.0	1.1377605
1015	4.0	1.0542405
1016	3.0	0.9318374
1017	4.0	0.8715984
1018	3.0	1.0604167
1019	4.0	0.86968505
102	2.0	0.92958283
1020	3.0	0.9667876
1021	3.0	1.1222911
1022	4.0	0.9705241
1023	4.0	1.055202
1024	3.0	0.9772329
1025	4.0	0.90592617
1026	4.0	1.187735
1027	3.0	1.0257384
1028	4.0	1.0096934
1029	4.0	0.96302295
103	3.0	1.0827504
1030	3.0	1.0500888
1031	4.0	0.95102984
1032	4.0	0.97374475
1033	3.0	0.9589793
1034	4.0	1.1092099
1035	4.0	1.1324931
1036	4.0	0.8609879
1037	3.0	1.0631325
1038	3.0	0.90453404
1039	4.0	0.57735026
104	4.0	1.1496184
1040	3.0	1.0
1041	4.0	0.8931457
1042	4.0	0.9621002
1043	3.0	1.0154142
1044	3.0	0.9873145
1046	4.0	1.1297808
1047	4.0	1.0444919
1049	3.0	1.0471468
105	3.0	1.109392
1050	4.0	1.0483809
1051	4.0	0.9624225
1053	3.0	1.0674717
1054	4.0	1.1251886
1055	3.0	1.0975784
1056	4.0	0.8134081
1057	4.0	0.9522783
1058	3.0	1.1037128
1059	4.0	1.1670508
106	4.0	1.5050421
1060	4.0	0.96255225
1061	4.0	0.9470354
1062	2.5	0.70710677
1063	3.0	1.2551433
1064	3.0	1.0644704
1066	4.0	0.9039959
1067	4.0	1.2415724
1068	4.0	0.9321521
1069	4.0	0.94538075
107	3.0	1.1067694
1070	3.0	0.0
1071	3.0	1.1401755
1073	4.0	1.0161697
1076	4.0	0.90453404
1077	4.0	0.9021416
1078	4.0	0.89170676
1079	4.0	0.9246768
108	3.0	1.5735916
1080	4.0	0.9338603
1081	4.0	1.0040414
1082	4.0	0.76807094
1083	4.0	0.92956734
1084	4.0	0.8209396
1085	4.0	0.9710429
1086	4.0	0.7760048
1087	4.0	1.0416176
1088	3.0	1.1689241
1089	4.0	0.99112695
